	Name	City	Rating	Reviews	Tags	Price	Region
320	Dokku	Chicago	5	5	['Sushi Bars', 'Asian Fusion']	$	The Loop
321	Ethiopian	Chicago	5	7	['Ethiopian']	$	Edgewater
322	Oriental Groceries & Foods Market	Chicago	5	8	['Filipino', 'International Grocery']	$	
323	Michoacán	Chicago	5	6	['Mexican']	$	Marquette Park
324	Coffee and Custard	Chicago	5	8	['Breakfast & Brunch', 'Ice Cream & Frozen Yogurt', 'Coffee & Tea']	$	Auburn Gresham
325	Taqueria	Chicago	5	24	['Tacos', 'New Mexican Cuisine']	$	Ravenswood
326	N Half Kitchen	Chicago	5	6	['Soul Food', 'Soup', 'Wraps']	$	Austin
327	Fitness Cafe	Chicago	5	5	['Health Markets', 'Juice Bars & Smoothies', 'Restaurants']	$	
328	Dz House	Chicago	5	8	['Mediterranean', 'Halal', 'Middle Eastern']	$	Belmont Central
329	Burger Babi	Chicago	5	6	['Burgers', 'Sandwiches']	$	East Side
330	57	Chicago	5	7	['Seafood', 'Chicken Wings', 'American (Traditional)']	$	Humboldt Park
331	Antojo	Chicago	5	6	['Creperies', 'Candy Stores', 'Cafes']	$	
332	Michoacana Moderna	Chicago	5	8	['Ice Cream & Frozen Yogurt', 'Tacos', 'Desserts']	$$	
333	Bakery & Deli	Chicago	5	16	['Bakeries', 'Delis']	$$	
334	Life	Chicago	5	15	['Salad', 'Juice Bars & Smoothies', 'Pasta Shops']	$$	
335	Place Pancake House	Chicago	5	8	['Breakfast & Brunch', 'Coffee & Tea', 'Sandwiches']	$$	Back of the Yards
336	Aida	Chicago	5	6	['Mexican']	$$	Marquette Park
337		Chicago	5	8	['Puerto Rican', 'Cuban', 'Latin American']	$$	Logan Square
338	Sandwich	Chicago	5	5	['Sandwiches', 'Turkish']	$$	
339	Hearts & Flour Bakery & Cafe	Chicago	5	8	['Breakfast & Brunch', 'Coffee & Tea', 'Bakeries']	$$	West Rogers Park
340	Nine Nine Asian Bistro	Chicago	5	8	['Seafood', 'Noodles', 'Soup']	$$	Bucktown
341	Carb Kitchen	Chicago	5	11	['Health Markets', 'Gluten-Free']	$$	
342		Chicago	5	6	['Barbeque', 'Asian Fusion']	$$	Lincoln Park
343	Land Kettle Corn	Chicago	5	6	['Food Stands']	$$	
344	& Shrack	Chicago	5	5	['Middle Eastern', 'Mediterranean']	$$	
345	Don Sosa	Chicago	5	7	['Mexican']	$$	
346	Queen Store	Chicago	5	9	['Ice Cream & Frozen Yogurt', 'Fast Food', 'Burgers']	$	
347	City	Chicago	5	6	['Seafood']	$	Washington Heights
348	of Dumplings	Chicago	5	6	['Chinese', 'Asian Fusion']	$	Avondale
349	Coast Market	Chicago	5	19	['Tobacco Shops', 'Beer, Wine & Spirits', 'Delis']	$	Near North Side
350	Cafe	Chicago	5	6	['Cafes', 'Coffee & Tea', 'Cajun/Creole']	$	Near North Side
351	Rooster - Chicago	Chicago	5	10	['Latin American', 'Breakfast & Brunch', 'Sandwiches']	$	Ukrainian Village
352	Mucho	Chicago	5	7	['Mexican']	$	Avondale
353	Pizza	Chicago	5	8	['Pizza']	$	West Loop
354	To Your House	Chicago	5	5	['Laotian']	$	East Garfield Park
355	Shrimpin	Chicago	5	7	['Seafood']	$	Austin
356	En Brasa	Chicago	5	8	['Chicken Shop']	$	Lincoln Square
357	Margo	Chicago	5	15	['Sandwiches', 'Juice Bars & Smoothies', 'Delis']	$	
358	Stop Produce and Market	Chicago	5	32	['Grocery', 'Cupcakes', 'Burgers']	$	Lakeview
359	Sushi Chicago	Chicago	5	29	['Sushi Bars', 'Poke', 'Ramen']	$	Irving Park
360	Fleurette	Chicago	5	25	['Bakeries', 'French']	$	
361	Grill	Chicago	5	23	['Modern European', 'Burgers', 'Pizza']	$	
362	Y Antojitos Chepis	Chicago	5	20	['Mexican']	$	
363	Lulu’s Italian Ice	Chicago	5	40	['Soup', 'Sandwiches', 'Juice Bars & Smoothies']	$	Portage Park
364	Sushi	Chicago	5	17	['Sushi Bars']	$	Logan Square
365	El Mexicano	Chicago	5	17	['Mexican', 'Breakfast & Brunch']	$$	Cragin
366	Poké	Chicago	5	33	['Poke', 'Ramen', 'Salad']	$$	West Loop
367	Deli At 700	Chicago	5	16	['Sandwiches', 'Delis']	$	
368	& T Steakhouse	Chicago	5	16	['Steakhouses', 'Seafood', 'Sandwiches']	$	Bucktown
369	Pierogi & Cafe	Chicago	5	16	['Cafes', 'Polish', 'Modern European']	$	Portage Park
370	Roti & Trini Cuisine	Chicago	5	16	['Trinidadian']	$	Near Southside
371	Mom’s K Food Togo	Chicago	5	16	['Korean']	$	
372	Calidá	Chicago	5	15	['Coffee & Tea', 'Cafes']	$	Humboldt Park
373	Coffee Company	Chicago	5	29	['Coffee Roasteries', 'Coffee & Tea', 'Cafes']	$	
374	Fenix	Chicago	5	14	['Cafes', 'Juice Bars & Smoothies', 'Sandwiches']	$	Avondale
375	North American Pizza & Culinary Academy	Chicago	5	14	['Cooking Schools', 'Pizza']	$	
376	Bistro & Bar	Chicago	5	14	['Bars', 'Gluten-Free']	$	Avondale
377	Food Company	Chicago	5	73	['Breakfast & Brunch', 'Cafes', 'Juice Bars & Smoothies']	$$	Avondale
378	Cafe	Chicago	5	24	['Filipino', 'Cafes']	$$	Ravenswood
379	Café	Chicago	5	131	['Burgers', 'Sandwiches', 'Vegan']	$$	
380	6050	Chicago	5	371	['Empanadas', 'Creperies', 'Ice Cream & Frozen Yogurt']	$	Dunning
381	Lindo Cafe	Chicago	5	11	['Breakfast & Brunch', 'Mexican']	$	
382	Agave Bar & Kitchen	Chicago	5	11	['Beer Bar', 'Mexican']	$	Logan Square
383	Tacos & Tortas Cocina Mexicana	Chicago	5	55	['Tacos', 'Sandwiches']	$	Irving Park
384	Cafe	Chicago	5	32	['Breakfast & Brunch', 'Burgers', 'Sandwiches']	$$	Irving Park
385	Little Pigs Chi - Temp. CLOSED	Chicago	5	185	['Chinese', 'Barbeque', 'Chicken Shop']	$$	Near North Side
386	Chop	Chicago	5	112	['Chinese', 'Japanese', 'Sushi Bars']	$$	Bucktown
387	Indian Grill	Chicago	5	11	['Indian']	$$	
388	Pizza	Chicago	5	38	['Pizza']	$$	
389	Modern Indian Grill	Chicago	5	95	['Indian']	$$	The Loop
390	Xangarrito	Chicago	5	75	['Mexican']	$$	Lincoln Square
391	& Lincoln Venezuelan Cafe	Chicago	5	177	['Cafes', 'Venezuelan']	$$	Lakeview
392	Express	Chicago	5	18	['Mexican']	$$$	
393	Bros	Chicago	5	9	['Hawaiian', 'Seafood', 'Poke']	$$$	
394	To Go	Chicago	5	18	['Italian', 'Salad', 'Chicken Wings']	$$$	
395	Street Eatery & Market	Chicago	5	9	['Cocktail Bars', 'Italian', 'Sandwiches']	$$$	West Loop
396	Safa Restaurant	Chicago	5	9	['Breakfast & Brunch', 'Sandwiches', 'Middle Eastern']	$$$	West Rogers Park
397	Sushi and Thai	Chicago	5	35	['Thai']	$$$	Belmont Central
398	Karamba	Columbus	5	13	['Food Trucks', 'Mediterranean', 'Mexican']	$$$	Hilltop
399	Ruby’s Barbecue Company	Columbus	5	6	['Barbeque', 'Food Trucks']	$$$	
400	Deli No 44	Columbus	5	6	['Street Vendors', 'Delis']	$	University District
401	O on Lane	Columbus	5	5	['Pizza', 'Sports Bars', 'Music Venues']	$	University District
402	Hibachi	Columbus	5	8	['Japanese', 'Steakhouses']	$$	
403	Cafe	Columbus	5	20	['Turkish', 'Desserts']	$$	Northwest
404	Brothers Sliders	Columbus	5	5	['Burgers', 'Food Trucks', 'American (Traditional)']	$$	
405	El Catrin	Columbus	5	5	['Food Trucks', 'Tacos']	$$	Downtown
406	Persian Taste	Columbus	5	25	['Persian/Iranian']	$$	Discovery District
407	at Little Rock	Columbus	5	5	['American (New)', 'Burgers']	$$	Italian Village
408	Baxter’s	Columbus	5	10	['Bars', 'American (Traditional)']	$$	Hilltop
409	Rabbit Ramen	Columbus	5	8	['Ramen']	$$	
410	Mike’s Subs	Columbus	5	5	['Sandwiches', 'Delis', 'Fast Food']	$$	
411	CLE bus	Columbus	5	6	['Polish', 'Specialty Food']	$$	
412	Food Truck	Columbus	5	9	['Food Trucks', 'Mexican']	$$	
413	Sambusas & Juices	Columbus	5	5	['African', 'Juice Bars & Smoothies', 'Somali']	$$	
414	Thai Food	Columbus	5	5	['Food Trucks', 'Thai']	$$	Columbus
415	Asian Kitchen	Columbus	5	5	['Food Trucks', 'Asian Fusion', 'Filipino']	$$	
416	Happy	Columbus	5	17	['Ice Cream & Frozen Yogurt', 'Coffee & Tea', 'Wraps']	$	
417	Mexican Cuisine	Columbus	5	5	['Mexican']	$	Linden
418		Columbus	5	18	['Food Trucks', 'Tacos']	$	Dublin
419	Street Food	Columbus	5	17	['Tacos', 'Food Trucks']	$	
420	Tacos	Columbus	5	30	['Food Trucks', 'Tacos']	$	Hilltop
421	Mess Food Truck	Columbus	5	13	['Food Trucks', 'Burgers', 'Sandwiches']	$	
422	Smith Subs	Columbus	5	12	['Salad', 'Burgers', 'Delis']	$	
423	Kitchen	Columbus	5	130	['African', 'Somali']	$	Short North
424	Kitchen	Columbus	5	101	['Salad', 'Soup', 'Sandwiches']	$	
425	Side Roots Cafe & Market	Columbus	5	20	['American (Traditional)']	$	
426	Tasty Good	Columbus	5	20	['Food Trucks', 'Comfort Food']	$	Downtown
427	New York Gyro	Columbus	5	10	['Food Trucks', 'Halal']	$	Hilltop
428	Mediterranean	Columbus	5	38	['Mediterranean', 'Greek']	$	
429	Bunny	Columbus	5	9	['Poke', 'Ramen', 'Bubble Tea']	$	Downtown
430	Kitchen	Columbus	5	9	['American (New)', 'Burgers', 'Tacos']	$	
431	Agavez Taqueria	Columbus	5	103	['Mexican', 'Food Trucks']	$	Columbus
432	& Tea	Columbus	5	24	['Taiwanese', 'Food Trucks']	$	Columbus
433	Cafe	Columbus	5	533	['Delis', 'Breakfast & Brunch', 'Cafes']	$$	Eastmoor
434		Columbus	5	7	['American (New)', 'Lounges']	$$	Polaris
435	Latin Bistro	Columbus	5	28	['Food Trucks', 'Latin American']	$$	Columbus
436	Smoke	Columbus	5	7	['Food Trucks', 'Seafood']	$$	
437	Taco Bar	Columbus	5	34	['Mexican', 'Peruvian', 'Cocktail Bars']	$$	Northwest
438	Swahili Grill	Columbus	5	34	['African']	$$	Northland
439	Jalisco	Columbus	5	47	['Mexican', 'Food Trucks', 'Fast Food']	$	Northland
440	Diner	Columbus	5	20	['Breakfast & Brunch', 'American (Traditional)']	$	Eastmoor
441	- Korean food and sushi	Columbus	5	13	['Korean', 'Sushi Bars']	$	
442	Believe It’s Vegan	Columbus	5	26	['Vegan']	$	
443	SoulVeg	Columbus	5	44	['Vegan']	$	Short North
444	York Style Halal Gyro	Columbus	5	25	['Food Trucks', 'Halal']	$	Northland
445	Pho	Columbus	5	25	['Vietnamese']	$	Hilltop
446	Ethiopian Bar & Restaurant	Columbus	5	6	['Ethiopian']	$	
447		Columbus	5	12	['Food Court', 'Japanese', 'Korean']	$	
448	Time Curiously Crafted Pops	Columbus	5	18	['Food Stands', 'Ice Cream & Frozen Yogurt']	$	Hilliard
449	Pizza	Columbus	5	6	['Pizza']	$	
450	Me Happy	Columbus	5	12	['Bakeries', 'Coffee & Tea', 'Gluten-Free']	$	
451	Ethiopian Restaurant and Cafe	Columbus	5	6	['Ethiopian', 'Desserts', 'Salad']	$	
452	Mediterranean Grill	Columbus	5	159	['Middle Eastern', 'Halal', 'Falafel']	$	
453	and Sand Tavern & Refuge	Columbus	5	26	['Cocktail Bars', 'American (Traditional)']	$	
454	Air	Columbus	5	46	['Coffee & Tea', 'Bakeries', 'Turkish']	$	
455	Grill	Columbus	5	81	['African', 'Somali']	$$	
456	Restaurant & Bar	Columbus	5	5	['Himalayan/Nepalese', 'Breakfast & Brunch', 'Bars']	$$	
457	Pinos	Columbus	5	5	['Salvadoran', 'Mexican']	$$	
458	Chicken	Columbus	5	10	['Chicken Shop']	$$	
459	Breakfast Cafe	Columbus	5	5	['Breakfast & Brunch', 'Sandwiches', 'Food Trucks']	$$	Columbus
460	Oaxaca	Columbus	5	5	['Mexican']	$$	Northwest
461	Coneys & Wraps	Columbus	5	5	['Sandwiches', 'Tex-Mex', 'Hot Dogs']	$$	
462	Sliders	Columbus	5	5	['American (New)', 'Burgers', 'Chicken Wings']	$$	Franklinton
463	5 BBQ	Columbus	5	5	['Food Trucks', 'Barbeque']	$$	
464	Sea Cafe & Deli	Columbus	5	5	['Delis', 'Juice Bars & Smoothies', 'Cafes']	$$	Northland
465	Asian Grill	Columbus	5	5	['Salad', 'Asian Fusion', 'Gluten-Free']	$$	Polaris
466	Kitchen & Deli	Columbus	5	5	['Salad', 'Delis', 'Pizza']	$$	Linden
467		Columbus	5	29	['Food Trucks', 'Barbeque']	$$	Columbus
468	Pizzeria & Bakery	Columbus	5	261	['Bakeries', 'Pizza']	$	
469	Delicious Dozen	Columbus	5	225	['Donuts', 'Coffee & Tea', 'Breakfast & Brunch']	$	
470	Club	Columbus	5	9	['Delis', 'Imported Food', 'Russian']	$	Northwest
471	Eatz	Columbus	5	9	['Juice Bars & Smoothies', 'Burgers', 'Wraps']	$	
472	Burger	Columbus	5	9	['Burgers']	$	Driving Park
473	Beef and Pork	Columbus	5	157	['Cheesesteaks', 'Sandwiches']	$$	Arena District
474		Columbus	5	31	['Cafes', 'Coffee & Tea', 'Breakfast & Brunch']	$$	
475	Mediterranean Food Imports & Bakery #3	Columbus	5	13	['Halal', 'Vegetarian', 'International Grocery']	$$	
476	Vegan Kitchen	Columbus	5	17	['Vegan', 'Breakfast & Brunch', 'Burgers']	$$	
477	Halal	Columbus	5	17	['Halal', 'Pakistani']	$$	Polaris
478	Dollar Radio Headquarters	Columbus	5	93	['Bookstores', 'Vegan', 'Bars']	$$	
479	Bowl	Columbus	5	21	['Japanese', 'Food Trucks']	$$	Downtown
480	Time with Don Carlos	Columbus	5	25	['Food Trucks', 'Tacos']	$	Canal Winchester
481	Steele BBQ	Columbus	5	41	['Barbeque', 'American (Traditional)', 'Bars']	$	University District
482	Kitchen	Columbus	5	16	['Falafel', 'Desserts', 'Vegan']	$	
483	Mia Oh Food Truck	Columbus	5	4	['Cuban', 'Food Trucks']	$	
484	Cafe + Bakery	Columbus	5	4	['Bakeries', 'Sandwiches', 'Soup']	$	Discovery District
485	American & Somali Cuisine	Columbus	5	12	['Somali']	$$	Northland
486	Center Patio & Pub	Columbus	5	4	['Vegan', 'Pubs', 'Pizza']	$$	
487	Pizza	Columbus	5	4	['Pizza']	$$	
488	El Guero	Columbus	5	4	['Mexican']	$$	
489	Pizzeria	Columbus	5	16	['Pizza', 'Salad', 'Sandwiches']	$$	Clintonville
490	American Deli	Columbus	5	8	['Delis', 'American (New)', 'Food Trucks']	$	Clintonville
491	Pachucos Tacos	Columbus	5	8	['Food Trucks', 'Mexican']	$	
492	Restaurant	Columbus	5	4	['Salad', 'Seafood', 'Sandwiches']	$	
493	Lakes Winery	Columbus	5	12	['Cocktail Bars', 'American (Traditional)', 'Wine Bars']	$	
494	Ramen	Columbus	5	4	['Japanese', 'Food Delivery Services']	$	Columbus
495	Bakery	Columbus	4.5	163	['Bakeries', 'Gluten-Free', 'Donuts']	$	
496	Bakery	Las Vegas	5	5	['Bakeries', 'Armenian']	$	Chinatown
497	Cupcave	Las Vegas	5	7	['Bakeries', 'Vegan', 'Cupcakes']	$	Southeast
498	Jumper	Las Vegas	5	19	['Bounce House Rentals', 'Caterers', 'Tacos']	$	
499	Mama’s House	Las Vegas	5	8	['Vietnamese', 'Comfort Food', 'Asian Fusion']	$	Downtown
500	Mediterranean Kitchen and Lounge	Las Vegas	5	10	['Hookah Bars', 'Mediterranean', 'Lounges']	$$	
501	Restaurant	Las Vegas	5	12	['Diners', 'Bars']	$$	
502	Queso Guero	Las Vegas	5	5	['Food Trucks', 'Tacos']	$$	Henderson
503	Raw Vegan Healthy Crunch	Las Vegas	5	18	['Food Stands', 'Vegan', 'Fruits & Veggies']	$$	
504	Pantry	Las Vegas	5	5	['Breakfast & Brunch', 'Sandwiches', 'Pizza']	$$	Northwest
505	Hut Toasted Subs	Las Vegas	5	7	['Bars', 'Sandwiches']	$$	
506	Mama Dez	Las Vegas	5	6	['Tacos']	$$	
507	Juice Social House	Las Vegas	5	5	['Juice Bars & Smoothies', 'Coffee & Tea', 'Ethiopian']	$$	
508	Nutrition	Las Vegas	5	5	['Juice Bars & Smoothies', 'Donuts', 'Waffles']	$$	Southeast
509		Las Vegas	5	21	['Vegan']	$$	Eastside
510	Mamita	Las Vegas	5	7	['Food Trucks', 'Salvadoran']	$$	Westside
511	Best Pizza And Pasta Downtown	Las Vegas	5	26	['Pizza', 'Italian']	$$	Downtown
512	Vegan Kitchen	Las Vegas	5	10	['Vegan', 'Food Stands', 'Breakfast & Brunch']	$$	
513	Skelter	Las Vegas	5	12	['Food Trucks', 'Sandwiches']	$$	Las Vegas
514	Taco Bar Shop	Las Vegas	5	13	['Tacos']	$$	Eastside
515	Smoked Shack	Las Vegas	5	7	['Barbeque', 'Food Delivery Services']	$$	
516	and Treats	Las Vegas	5	7	['Food Trucks', 'Desserts', 'Barbeque']	$$	Henderson
517	Roadside Grill	Las Vegas	5	12	['Food Trucks', 'Burgers', 'Sandwiches']	$$	Las Vegas
518	Horizon Cafe	Las Vegas	5	17	['Cafes', 'Desserts', 'Coffee & Tea']	$	
519	Ten	Las Vegas	5	15	['Sushi Bars']	$	Westside
520	Express	Las Vegas	5	6	['Mediterranean']	$	Southeast
521	ando sando	Las Vegas	5	5	['Japanese', 'Sandwiches']	$	Downtown
522	and Grounds	Las Vegas	5	5	['Coffee & Tea', 'Tapas/Small Plates', 'Breakfast & Brunch']	$	
523	Sushi Bento - Temp. CLOSED	Las Vegas	5	34	['Asian Fusion', 'Japanese', 'Poke']	$$	
524	On The Strip	Las Vegas	5	12	['Venues & Event Spaces', 'Dinner Theater']	$$	The Strip
525	Jalisco	Las Vegas	5	8	['Food Trucks', 'Tacos']	$$	
526	Peruvian Restaurant	Las Vegas	5	5	['Peruvian']	$$	
527	Pup Café	Las Vegas	5	17	['Pet Stores', 'Themed Cafes']	$	Downtown
528	Pam Real Thai Food	Las Vegas	5	18	['Thai', 'Seafood']	$	
529	Tacos	Las Vegas	5	78	['Caterers', 'Tacos', 'Food Stands']	$	Las Vegas
530		Las Vegas	5	77	['Mediterranean', 'Tapas Bars', 'Hookah Bars']	$$	
531	Paleta	Las Vegas	5	107	['Ice Cream & Frozen Yogurt', 'Mexican']	$	
532	El Frescos	Las Vegas	5	49	['Seafood', 'Mexican']	$$	Eastside
533	Mong	Las Vegas	5	85	['Desserts', 'Coffee & Tea', 'Creperies']	$$	Chinatown
534	Rustica	Las Vegas	5	42	['Pizza', 'Italian', 'Pasta Shops']	$$	
535	Paiza Club	Las Vegas	5	18	['Casinos', 'Asian Fusion']	$$$$	The Strip
536	Sushi	Las Vegas	5	18	['Sushi Bars', 'Pop-Up Restaurants', 'Vegan']	$$$$	Southeast
537	Latin American Cocina	Las Vegas	5	120	['Latin American']	$$$$	
538		Las Vegas	5	17	['Mediterranean', 'Vegan', 'Vegetarian']	$$$$	Chinatown
539	Daily Bread	Las Vegas	5	66	['Bakeries', 'Breakfast & Brunch', 'Pizza']	$$$$	Summerlin
540	Yuzu	Las Vegas	5	421	['Japanese', 'Korean', 'Asian Fusion']	$$	Southwest
541	Veggie-Vegan Eatery	Las Vegas	5	133	['Mexican', 'Vegan']	$	Eastside
542	Kim’s Kitchen	Las Vegas	5	12	['Caterers', 'American (Traditional)']	$	Eastside
543	Pizza	Las Vegas	5	36	['Pizza']	$	Downtown
544	Yuzu	Las Vegas	5	69	['Japanese']	$$$$	Chinatown
545	Sushi	Las Vegas	5	103	['Sushi Bars', 'Japanese', 'Seafood']	$$	Southwest
546	Cafe	Las Vegas	5	11	['Persian/Iranian', 'Food Stands', 'Donuts']	$$	Westside
547	Gemi Italian Restaurant & Putia - Temp. CLOSED	Las Vegas	5	22	['Sicilian']	$$	Chinatown
548	Hot-Dogs	Las Vegas	5	11	['Hot Dogs', 'Food Trucks']	$	Downtown
549	Vegan Sushi Bar & Izakaya - Temp. CLOSED	Las Vegas	5	355	['Sushi Bars', 'Izakaya', 'Ramen']	$$	Southeast
550	Zero	Las Vegas	5	91	['Ramen', 'Noodles', 'Soup']	$$	
551	Pie	Las Vegas	5	10	['Pizza', 'Food Trucks']	$$	Henderson
552	Foods Cafe	Las Vegas	5	10	['Cafes']	$$	Westside
553	Colombian Bakery	Las Vegas	5	39	['Colombian', 'Bakeries']	$	Eastside
554	fresh food fast	Las Vegas	5	36	['Soup', 'Coffee & Tea', 'Health Markets']	$	
555	Creole	Las Vegas	5	9	['Food Trucks', 'Cajun/Creole']	$	Las Vegas
556	Mexican Kitchen	Las Vegas	5	9	['Food Trucks', 'Mexican']	$$	Northwest
557	Mexican Cocina	Las Vegas	5	18	['Mexican', 'Bars', 'Breakfast & Brunch']	$$	The Strip
558	Katsu House	Las Vegas	5	34	['Japanese Curry', 'Chicken Shop']	$$	Anthem
559		Las Vegas	5	8	['Convenience Stores', 'Gas Stations', 'Fast Food']	$	
560	si senor	Las Vegas	5	8	['Mexican']	$	
561	Kitchen	Las Vegas	5	8	['Burgers', 'Colombian', 'Food Trucks']	$	Downtown
562	Together	Las Vegas	5	8	['Korean']	$	Westside
563	Greek Grill - Centennial Center	Las Vegas	5	167	['Greek', 'Mediterranean', 'Salad']	$$	Centennial
564	Club	Las Vegas	5	83	['Pubs', 'Sandwiches', 'Burgers']	$$	Chinatown
565	Loui	Las Vegas	5	200	['Seafood', 'Cajun/Creole']	$$$	Westside
566	bbq pit	Las Vegas	5	7	['Food Trucks', 'Southern', 'Barbeque']	$$$	Eastside
567	To Go	Las Vegas	5	7	['Barbeque', 'Salad', 'Sandwiches']	$$$	The Strip
568	Hills Cafe	Las Vegas	5	7	['Juice Bars & Smoothies', 'Cafes']	$	
569	Sake & Robata Grill	Las Vegas	5	7	['Japanese', 'Sushi Bars', 'Cocktail Bars']	$	Eastside
570	Sabor Cafe	Las Vegas	5	96	['Creperies', 'Cafes']	$$	
571	Pizza	Las Vegas	5	86	['Pizza', 'Italian']	$$	
572	Japanese BBQ	Las Vegas	5	2476	['Barbeque', 'Japanese']	$$$	Chinatown
573	Cafe	Las Vegas	5	6	['Cafes']	$$$	South Summerlin
574	Greek Gyros	Las Vegas	5	6	['Greek', 'Food Trucks']	$$$	Southwest
575	Family Secret	Las Vegas	5	6	['Food Trucks', 'Sandwiches']	$$$	
576	Street Barbecue & Catering	Las Vegas	5	6	['Food Trucks', 'Barbeque', 'Caterers']	$$$	
577	Hunt Family Sandwich Shop	Las Vegas	5	30	['Sandwiches']	$$$	Eastside
578	Cafe	Las Vegas	5	113	['Breakfast & Brunch', 'Sandwiches', 'Coffee & Tea']	$$	Anthem
579	Codfather - Temp. CLOSED	Las Vegas	5	400	['Fish & Chips']	$$	
580	Nori	Las Vegas	5	35	['Japanese', 'Asian Fusion', 'Sushi Bars']	$$	
581		Las Vegas	5	198	['Breakfast & Brunch', 'Tacos']	$$	
582	Diner - Temp. CLOSED	Las Vegas	5	122	['Diners', 'Breakfast & Brunch', 'Burgers']	$$	Southwest
583	Ahogadas y Birria El Chacho	Las Vegas	5	61	['Mexican']	$$	Eastside
584	La Chata	Las Vegas	5	11	['Street Vendors', 'Food Stands']	$	Downtown
585	Iggy’s	Las Vegas	5	22	['Waffles']	$	Southeast
586	Street Food	Las Vegas	5	22	['Thai']	$	Chinatown
587	Express	Las Vegas	5	60	['Cafes', 'Breakfast & Brunch', 'Kosher']	$$	The Lakes
588	Avalon	Las Vegas	5	49	['Cafes', 'Coffee & Tea', 'Juice Bars & Smoothies']	$$	Westside
589	Joe’s	Las Vegas	5	242	['Sushi Bars', 'Japanese', 'Asian Fusion']	$$	University
590	by Chef Beni - Temp. CLOSED	Las Vegas	5	172	['Latin American', 'Asian Fusion', 'Chinese']	$$	Eastside
591	Greek Grill - Blue Diamond/Buffalo	Las Vegas	5	181	['Greek', 'Mediterranean', 'Salad']	$$	Southwest
592	Express	Las Vegas	5	761	['Hawaiian', 'Poke']	$$	
593	D’s Bar-B-Que	Las Vegas	5	37	['Barbeque', 'Food Trucks']	$$	
594	Sanga	Las Vegas	5	21	['Japanese']	$$$$	Chinatown
595	El Mezcal	Oklahoma City	5	8	['Food Trucks', 'Tacos']	$$$$	
596	Pizza	Oklahoma City	5	6	['Pizza', 'Italian', 'Sandwiches']	$$$$	
597	Bakery & Deli	Oklahoma City	5	10	['Bakeries', 'Delis']	$$$$	
598	Coffee	Oklahoma City	5	8	['Coffee & Tea', 'Cafes']	$$$$	Deep Deuce
599	Plate	Oklahoma City	5	6	['Cafes', 'Mediterranean']	$$$$	
600	Donuts	Oklahoma City	5	10	['Donuts', 'Breakfast & Brunch', 'Coffee & Tea']	$$$$	
601	D Cuisine	Oklahoma City	5	11	['Thai', 'Noodles']	$$$$	
602	Buzz Coffee & Cafe	Oklahoma City	5	6	['Coffee & Tea', 'Cafes']	$$$$	CBD
603	Tapatio #2	Oklahoma City	5	6	['Tacos', 'Food Trucks']	$$$$	
604	Emmanuel	Oklahoma City	5	5	['Food Trucks', 'Mexican']	$$$$	
605	Reina De Los Tacos	Oklahoma City	5	15	['Breakfast & Brunch', 'Tacos']	$$$$	
606	and Coffee	Oklahoma City	5	14	['Coffee & Tea', 'Desserts', 'Breakfast & Brunch']	$	
607	Grain Kitchen + Cellar	Oklahoma City	5	14	['American (New)', 'Wine Bars', 'Cocktail Bars']	$	
608	Nine Restaurant	Oklahoma City	5	24	['American (New)', 'Wine Bars', 'Breakfast & Brunch']	$	
609	Mediterranean Restaurant	Oklahoma City	5	45	['Mediterranean', 'Middle Eastern']	$	
610	Bakery Cafe	Oklahoma City	5	22	['Bakeries', 'Cafes']	$	
611	Utzil	Oklahoma City	5	10	['Food Trucks', 'Tacos']	$	
612	Iz It	Oklahoma City	5	10	['Waffles', 'Burgers', 'Chicken Wings']	$	
613	Thai Cuisine - OK Thai Food	Oklahoma City	5	59	['Thai', 'Asian Fusion']	$	
614	Breakfast & Sushi	Oklahoma City	5	29	['Breakfast & Brunch', 'Sushi Bars', 'Desserts']	$	
615	Peruvian Cuisine	Oklahoma City	5	67	['Peruvian']	$$	
616	Nation	Oklahoma City	5	47	['Food Trucks', 'Tacos']	$$	
617	Street Eats	Oklahoma City	5	24	['Thai', 'Salad', 'Noodles']	$$	
618	Mule Edmond	Oklahoma City	5	8	['Sandwiches', 'Barbeque', 'Soup']	$$	
619	Donuts	Oklahoma City	5	8	['Breakfast & Brunch', 'Donuts']	$$	
620	Bar & Grill	Oklahoma City	5	8	['Bars', 'American (New)']	$$	
621		Oklahoma City	5	8	['Fast Food', 'Sandwiches']	$	
622	Mi Chalateca	Oklahoma City	5	15	['Salvadoran']	$	
623	Provisions	Oklahoma City	5	37	['Vegan', 'Food Trucks', 'Burgers']	$	
624	Donuts	Oklahoma City	5	14	['Donuts', 'Coffee & Tea', 'Sandwiches']	$	
625	9	Oklahoma City	5	7	['Thai']	$	
626	133	Oklahoma City	5	7	['Convenience Stores', 'Gas Stations', 'Fast Food']	$	
627	Craft Kitchen	Oklahoma City	5	33	['Salad', 'Bars']	$$	
628	Beet Box	Oklahoma City	5	7	['Food Trucks', 'Comfort Food', 'Vegan']	$$	
